,categ,duration,views,like_ratio,channel_appeal,title,y
1339,3,0,2,0,0,What Are GANs? | Generative Adversarial Networks Explained | Deep Learning With Python | Edureka,0
1340,4,0,1,1,0,Convolutional Filter | Machine Learning | Deep Learning | IIT Lecture Series,0
1342,4,0,1,1,0,Recurrent Neural Networks (RNN) | RNN LSTM | Deep Learning | IIT Lecture Series,0
1343,4,0,3,1,3,Barack Obama: Intro to Deep Learning | MIT 6.S191,0
1344,4,1,2,1,0,Introdução a Redes Neurais e Deep Learning,0
1346,4,0,2,1,0,11- Preprocessing audio data for Deep Learning,0
1347,3,0,2,1,0,The Role of Deep Learning  in Communication Systems,1
1348,4,0,2,1,1,"Understanding Wavelets, Part 5: Machine Learning and Deep Learning with Wavelet Scattering",1
1349,2,0,1,1,0,"A Deep Learning Approach to Grasping the Invisible, RA-L 2020",0
1354,4,2,3,1,3,Deep Learning State of the Art (2020),1
1355,3,2,3,1,0,Mathematics for Machine Learning [Full Course] | Essential Math for Machine Learning | Edureka,0
1356,1,0,1,1,0,Deep Learning Illustration Process,0
1357,4,0,2,1,2,O que é Deep Learning? #HipstersPontoTube,0
1359,3,0,2,0,0,EM Algorithm In Machine Learning | Expectation-Maximization | Machine Learning Tutorial | Edureka,0
1360,3,0,2,1,0,Machine Learning & Data Science Project - 1 : Introduction (Real Estate Price Prediction Project),0
1361,3,0,2,1,0,Overfitting in Machine Learning  | Python Tutorial |  Machine Learning Tutorial | Edureka,0
1362,3,0,2,1,1,Should We Use Machine Learning or Deep Learning For Data Science Project?,1
1363,4,1,3,1,1,Stock Price Prediction Using Python & Machine Learning,1
1364,3,2,3,1,0,Statistics for Data Science | Probability and Statistics | Statistics Tutorial | Ph.D. (Stanford),0
1365,4,0,3,1,0,How Machine Learning Drives the Deceptive World of Deepfakes,1
1366,4,0,2,1,1,How To Label Data For Deep Learning,1
1367,3,1,2,1,0,Coding Challenge #153: Interactive Drawing with Machine Learning Model (SketchRNN),1
1369,4,0,2,1,1,Deep Learning for Signals,1
1371,4,0,2,1,0,Introduction to the Deep Learning Toolkit for Splunk,1
1372,3,2,2,1,0,Deep Learning Full Course🔥 - Learn Deep Learning in 6 Hours | Deep Learning Tutorial | Simplilearn,0
1374,4,0,2,1,0,Deep Learning // Dicionário do Programador,0
1375,3,0,2,1,1,How Did I Learn Deep Learning in 2.5 months?,0
1376,4,0,2,1,0,DIFERENCIAS ENTRE MACHINE LEARNING Y DEEP LEARNING,0
1378,3,1,2,1,0,Training Model - Deep Learning and Neural Networks with Python and Pytorch p.4,1
1379,3,0,3,1,0,Introduction - Deep Learning and Neural Networks with Python and Pytorch p.1,1
1383,2,1,2,1,0,LIVE - Practical Machine Learning with Tensorflow,0
1385,4,0,3,1,3,Most Research in Deep Learning is a Total Waste of Time - Jeremy Howard | AI Podcast Clips,1
1386,3,2,3,1,0,Deep Learning Full Course - Learn Deep Learning in 6 Hours | Deep Learning Tutorial | Edureka,1
1387,4,0,2,1,0,การเรียนรู้เชิงลึกอะไร | What is Deep Learning?,0
1388,3,0,2,1,0,Top Deep Learning Projects | Artificial Intelligence Projects | Deep Learning Training | Edureka,1
1389,4,1,2,1,0,"AI Institute ""Geometry of Deep Learning"" 2019 [Workshop] Day 1 | Session 1",1
1392,3,0,2,1,0,Axle Detection & Counting using Deep Learning,0
1393,3,0,3,1,1,Neural Networks and Deep Learning: Crash Course AI #3,0
1398,3,0,2,1,0,Comprendre le DeepLearning et les Réseaux de neurones en 10 mins !,0
1400,3,0,2,1,0,Introduction to Runway: Machine Learning for Creators (Part 1),1
1402,3,0,2,1,0,Belajar deep learning,0
1403,3,0,2,1,0,Introduction to Deep Learning Explained in Hindi l Deep Learning Course,0
1404,4,0,3,1,0,How Machine Learning Kept Out the Cat,0
1405,3,0,2,1,0,Artificial Intelligence Vs Machine Learning Vs Deep Learning l AI vs ML vs DL l Explained in Hindi,0
1406,2,0,1,1,0,"Netron is a viewer for neural network, deep learning and machine learning models.",0
1407,4,1,2,1,0,"AI-Deep Learning Modeling for Forecasting Ozone Air Quality, Weather, and Remotely Sensed AOD",1
1408,3,0,3,1,1,Tutorial 1- Introduction to Neural Network and Deep Learning,1
1409,3,0,3,1,0,A.I. Learns to play Snake using Deep Q Learning,1
1410,4,0,2,1,0,How is deep learning different than machine vision?,1
1412,4,1,2,1,1,Predictive Maintenance: Unsupervised and Supervised Machine Learning,1
1415,3,0,2,1,0,Deep Learning Applications | Deep Learning Applications In Real Life | Deep learning | Simplilearn,1
1419,3,0,2,1,1,Deployment of Deep Learning Model using Flask,1
1421,2,0,2,1,0,Breakthrough Junior Challenge 2019 | Deep Learning With Neural Networks | Semi-Finalist,0
1423,3,0,2,1,0,AI vs Machine Learning vs Deep Learning | AI vs ML vs DL | Intellipaat,0
1424,4,0,3,1,3,Neural Network Architectures & Deep Learning,1
1425,4,0,2,1,3,Machine Learning Overview,0
1426,4,0,2,0,0,Can deep learning predict the stock market?,0
1431,3,0,3,1,0,Python Chat Bot Tutorial - Chatbot with Deep Learning (Part 1),0
1433,2,0,2,1,0,NPTEL: Deep Learning,0
1435,2,0,2,1,0,Que es Deep Learning,0
1436,3,2,3,1,0,Reinforcement Learning Course - Full Machine Learning Tutorial,1
1439,4,1,2,1,0,Deep Learning to Solve Challenging Problems (Google I/O'19),1
1441,4,1,2,1,0,ML Kit: Machine Learning for Mobile with Firebase (Google I/O'19),0
1444,3,0,3,0,0,TensorFlow In 10 Minutes | TensorFlow Tutorial For Beginners | Deep Learning & TensorFlow | Edureka,0
1445,3,2,2,1,2,"Stanford CS224N: NLP with Deep Learning | Winter 2019 | Lecture 8 – Translation, Seq2Seq, Attention",0
1447,3,1,2,1,0,Deep Learning Interview Questions and Answers | AI & Deep Learning Interview Questions | Edureka,1
1449,3,0,2,1,0,Deep Learning - DL أهم مصطلحات الذكاء الإصطناعى AI ومفهوم التعليم العميق,0
1451,3,1,3,1,2,Stanford CS230: Deep Learning | Autumn 2018 | Lecture 8 - Career Advice / Reading Research Papers,1
1452,3,2,2,1,2,Stanford CS230: Deep Learning | Autumn 2018 | Lecture 7 - Interpretability of Neural Network,1
1453,4,1,2,1,0,Using Deep Learning Models with ArcGIS to Extract Information from Imagery,1
1456,3,2,2,1,2,Stanford CS230: Deep Learning | Autumn 2018 | Lecture 4 - Adversarial Attacks / GANs,1
1457,3,1,3,1,2,Stanford CS230: Deep Learning | Autumn 2018 | Lecture 1 - Class Introduction and Logistics,1
1458,3,2,3,1,2,Stanford CS230: Deep Learning | Autumn 2018 | Lecture 2 - Deep Learning Intuition,1
1459,4,0,2,1,0,AI 101: What is Deep Learning? | Accenture,0
1460,3,2,2,1,2,Stanford CS224N: NLP with Deep Learning | Winter 2019 | Lecture 3 – Neural Networks,0
1461,3,2,3,1,2,Stanford CS224N: NLP with Deep Learning | Winter 2019 | Lecture 1 – Introduction and Word Vectors,0
1464,3,1,2,1,0,Deep Learning With Python | Deep Learning Tutorial For Beginners | Edureka,0
1465,3,1,2,1,3,The Epistemology of Deep Learning - Yann LeCun,1
1466,4,0,1,1,0,xYOLO - Car and Pedestrian Detection with Deep Learning,0
1467,3,2,2,1,0,Deep learning на пальцах 1 - Введение,0
1469,2,1,2,1,0,LIVE - Machine Learning for Engineering and Science Applications - Session 1,0
1470,3,0,2,1,0,sigmoid.m - Programming Assignment 2 Machine Learning,0
1471,4,0,2,0,1,"AI, the end of deep learning?",0
1472,4,1,3,1,3,MIT 6.S191 (2019): Introduction to Deep Learning,1
1473,3,0,3,1,0,"Gradient Descent, Step-by-Step",0
1476,4,2,3,1,0,Building a Movie Recommendation Engine | Machine Learning Projects,1
1477,4,0,3,1,0,Redes Neurais e Machine Learning | Nerdologia Tech,0
1478,2,2,2,1,0,Applied Machine Learning 2019 - Lecture 01 - Introduction to Machine Learning,0
1479,3,0,3,1,0,Deep Learning Frameworks 2019,0
1480,4,1,3,1,3,Deep Learning State of the Art (2019) - MIT,1
1482,4,1,3,1,3,Deep Learning Basics: Introduction and Overview,1
1483,3,1,2,1,0,ml.net C# machine learning tutorial for beginners,0
1484,4,0,1,1,0,What is Deep Learning Model Compression?,0
1487,3,0,2,1,0,Keras vs Tensorflow vs PyTorch | Deep Learning Frameworks Comparison | Edureka,1
1489,4,2,2,1,0,Deep Learning 7. Attention and Memory in Deep Learning,1
1490,3,2,3,1,0,Deep Learning Tutorial with Python | Machine Learning with Neural Networks [Top Udemy Instructor],0
1492,3,0,3,1,1,How do I select features for Machine Learning?,0
1493,4,0,2,1,0,Deep Learning入門：Deep Learningとは？,0
1494,3,1,2,1,0,Azure Machine Learning Tutorial | Azure Tutorial | Azure Training | Edureka,0
1495,3,0,2,1,1,Unsupervised Machine Learning: Crash Course Statistics #37,0
1496,2,1,2,1,0,Cos'è il Machine Learning (Reti Neurali e A.I.),0
1497,3,0,2,0,0,Keras Tutorial For Beginners | Creating Deep Learning Models Using Keras In Python | Edureka,0
1498,4,0,2,1,1,What Is Machine Learning and How Does It Work? | Machine Learning Explained,0
1499,4,0,3,1,0,How Machine Learning is Fighting Cancer,1
1500,3,0,2,0,0,Restricted Boltzmann Machine | Neural Network Tutorial | Deep Learning Tutorial | Edureka,0
1501,4,0,2,1,1,Deep Learning VM Images,1
1502,4,0,2,1,1,Intelligence Artificielle VS Machine Learning VS Deep Learning - Les différences entre ces termes,0
1503,3,1,2,1,0,Decision Tree In R | Decision Tree Algorithm | Data Science Tutorial | Machine Learning |Simplilearn,0
1504,3,0,2,1,0,Autoencoders Tutorial | Autoencoders In Deep Learning | Tensorflow Training | Edureka,1
1505,4,0,2,1,1,Deep Learning: Long Short-Term Memory Networks (LSTMs),0
1506,4,1,2,1,0,Deep Learning for Recommender Systems (Nick Pentreath),1
1507,3,1,3,1,0,Machine Learning Tutorial Part - 1 | Machine Learning Tutorial For Beginners  Part - 1 | Simplilearn,0
1508,4,0,3,1,0,How Machine Learning Can Help Businesses,0
1509,4,1,3,1,2,"Build, Train and Deploy Machine Learning Models on AWS with Amazon SageMaker - AWS Online Tech Talks",1
1511,3,0,3,1,0,Machine Learning Fundamentals: Bias and Variance,0
1512,3,0,2,1,0,Supervised and Unsupervised Learning In Machine Learning | Machine Learning Tutorial | Simplilearn,0
1513,3,0,3,1,0,Machine Learning Tutorial Python - 8:  Logistic Regression (Binary Classification),0
1514,3,0,2,1,0,How to Become A Machine Learning Engineer | How To Learn Machine Learning | Simplilearn,1
1515,2,0,2,1,0,How does a neural network work? - Introduction to Deep Learning #3,0
1516,4,0,3,1,0,Simple Machine Learning With JavaScript - Brain.js,0
1517,3,0,3,1,0,"Convolutional Neural Networks - Deep Learning basics with Python, TensorFlow and Keras p.3",1
1518,3,1,2,1,0,AWS Machine Learning Tutorial | Amazon Machine Learning | AWS Training | Edureka,0
1519,4,0,2,0,0,"Setup Visual Studio 2017 (C++) for OpenCV 4, Deep Learning, Computer Vision",0
1520,1,2,3,1,0,Deep Learning: A Crash Course,0
1521,3,0,3,1,0,"Deep Learning with Python, TensorFlow, and Keras tutorial",1
1522,3,0,3,1,0,Machine Learning Tutorial Python - 7: Training and Testing Data,0
1523,4,0,2,1,0,1. Build Your First Machine Learning Model,0
1524,2,0,2,1,0,Deep Rust Detection (Automagi's Deep Learning based Monitoring Service),0
1525,3,1,2,1,0,Deep Learning Interview Questions And Answers | AI & Deep Learning Interview Questions | Simplilearn,1
1526,3,0,3,1,0,A Beginner's Guide to Machine Learning with ml5.js,0
1527,3,0,2,1,0,Machine Learning Tutorial Python - 5: Save Model Using Joblib And Pickle,0
1528,3,0,3,1,0,Top 10 Applications of Machine Learning in 2021 | Machine Learning Application Examples | Edureka,1
1529,4,1,2,1,1,Predictive Maintenance & Monitoring using Machine Learning: Demo & Case study (Cloud Next '18),0
1530,4,0,2,1,0,Prepare your dataset for machine learning (Coding TensorFlow),0
1531,3,0,3,1,0,Machine Learning Tutorial Python - 4: Gradient Descent and Cost Function,0
1532,4,2,2,1,0,1. Black Box Machine Learning,0
1533,3,2,2,1,0,Lecture 13 - Accelerators for Deep Learning (Inference) | Deep Learning on Hardware Accelerators,1
1534,3,0,3,1,0,Machine Learning Tutorial Python - 2: Linear Regression Single Variable,0
1535,3,0,3,1,0,Machine Learning Tutorial Python -1: What is Machine Learning?,0
1536,4,0,3,1,0,Which Programming Language for AI? | Machine Learning,0
1537,3,0,3,1,0,Linear Regression Algorithm | Linear Regression in Python | Machine Learning Algorithm | Edureka,0
1539,4,0,2,1,0,Conceptos básicos del DEEP LEARNING,0
1540,3,2,3,1,0,Machine Learning Interview Questions and Answers | Machine Learning Interview Preparation | Edureka,1
1541,3,1,3,1,0,Convolutional Neural Network Tutorial (CNN) | How CNN Works | Deep Learning Tutorial | Simplilearn,1
1542,3,1,3,1,0,Decision Tree Algorithm | Decision Tree in Python | Machine Learning Algorithms | Edureka,0
1543,3,1,2,1,0,Recurrent Neural Network (RNN) Tutorial | RNN LSTM Tutorial | Deep Learning Tutorial | Simplilearn,1
1544,1,0,3,1,0,Neural Networks Explained - Machine Learning Tutorial for Beginners,0
1545,3,1,2,1,0,Keras Tutorial TensorFlow | Deep Learning with Keras | Building Models with Keras | Edureka,0
1546,4,0,2,1,3,Machine Learning Control: Tuning a PID Controller with Genetic Algorithms,1
1547,4,0,2,1,3,Machine Learning Control: Overview,1
1548,4,0,2,1,0,Let's build a deep learning library from scratch!,1
1549,3,0,3,1,0,Deep Learning - Computerphile,0
1550,4,1,2,1,0,Deep Learning in JS - Ashi Krishnan - JSConf EU 2018,0
1551,3,0,2,1,0,Aula 8 - Algoritmos de machine learning: redes neurais e deep learning,0
1552,3,1,3,1,0,Logistic Regression in Python | Logistic Regression Example | Machine Learning Algorithms | Edureka,0
1553,3,0,2,1,0,Learn Deep Learning in 6 Weeks,0
1554,3,0,3,1,0,K Means Clustering Algorithm | K Means Example in Python | Machine Learning Algorithms | Edureka,0
1555,4,1,2,1,1,Intro to machine learning on Google Cloud Platform (Google I/O '18),0
1556,4,0,2,1,1,Machine learning models + IoT data = a smarter world (Google I/O '18),0
1557,4,1,2,1,1,Bringing AI and machine learning innovations to healthcare (Google I/O '18),1
